combined_index,source_run,source_index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
398,random-bits-20260922-101742-274937,198,2026-09-22T10:19:25.041162+08:00,0,0.68,0.32,0.36,jev-1.13.0,467.87,310,31
399,random-bits-20260922-101742-274937,199,2026-09-22T10:19:25.509288+08:00,0,0.66,0.34,0.32,jev-1.13.0,473.82,310,31
400,random-bits-20260922-101742-274937,200,2026-09-22T10:19:25.983375+08:00,0,0.69,0.31,0.38,jev-1.13.0,1256.18,310,31
401,random-bits-20260922-101742-274937,201,2026-09-22T10:19:27.239801+08:00,0,0.67,0.33,0.34,jev-1.13.0,963.38,310,31
402,random-bits-20260922-101742-274937,202,2026-09-22T10:19:28.203404+08:00,0,0.68,0.32,0.35,jev-1.13.0,453.09,310,31
403,random-bits-20260922-101742-274937,203,2026-09-22T10:19:28.656861+08:00,0,0.65,0.35,0.31,jev-1.13.0,396.12,310,31
404,random-bits-20260922-101742-274937,204,2026-09-22T10:19:29.053269+08:00,0,0.68,0.32,0.37,jev-1.13.0,401.76,310,31
405,random-bits-20260922-101742-274937,205,2026-09-22T10:19:29.455292+08:00,0,0.7,0.3,0.39,jev-1.13.0,417.36,310,31
406,random-bits-20260922-101742-274937,206,2026-09-22T10:19:29.872924+08:00,0,0.67,0.33,0.35,jev-1.13.0,414.73,310,31
407,random-bits-20260922-101742-274937,207,2026-09-22T10:19:30.287963+08:00,0,0.7,0.3,0.39,jev-1.13.0,439.79,310,31
408,random-bits-20260922-101742-274937,208,2026-09-22T10:19:30.728160+08:00,0,0.66,0.34,0.32,jev-1.13.0,1428.96,310,31
409,random-bits-20260922-101742-274937,209,2026-09-22T10:19:32.157559+08:00,0,0.66,0.34,0.33,jev-1.13.0,443.48,310,31
410,random-bits-20260922-101742-274937,210,2026-09-22T10:19:32.601295+08:00,0,0.66,0.34,0.33,jev-1.13.0,471.5,310,31
411,random-bits-20260922-101742-274937,211,2026-09-22T10:19:33.073074+08:00,0,0.71,0.29,0.42,jev-1.13.0,433.45,310,31
412,random-bits-20260922-101742-274937,212,2026-09-22T10:19:33.506746+08:00,0,0.69,0.31,0.38,jev-1.13.0,435.29,310,31
413,random-bits-20260922-101742-274937,213,2026-09-22T10:19:33.942368+08:00,0,0.7,0.3,0.4,jev-1.13.0,433.88,310,31
414,random-bits-20260922-101742-274937,214,2026-09-22T10:19:34.376667+08:00,0,0.69,0.31,0.38,jev-1.13.0,471.89,310,31
415,random-bits-20260922-101742-274937,215,2026-09-22T10:19:34.848927+08:00,0,0.69,0.31,0.38,jev-1.13.0,419.34,310,31
416,random-bits-20260922-101742-274937,216,2026-09-22T10:19:35.268623+08:00,0,0.68,0.32,0.36,jev-1.13.0,421.06,310,31
417,random-bits-20260922-101742-274937,217,2026-09-22T10:19:35.689906+08:00,0,0.7,0.3,0.39,jev-1.13.0,963.88,310,31
418,random-bits-20260922-101742-274937,218,2026-09-22T10:19:36.654059+08:00,0,0.69,0.31,0.39,jev-1.13.0,429.67,310,31
419,random-bits-20260922-101742-274937,219,2026-09-22T10:19:37.083966+08:00,0,0.7,0.3,0.41,jev-1.13.0,456.32,310,31
420,random-bits-20260922-101742-274937,220,2026-09-22T10:19:37.540544+08:00,0,0.68,0.32,0.37,jev-1.13.0,417.23,310,31
421,random-bits-20260922-101742-274937,221,2026-09-22T10:19:37.958014+08:00,0,0.67,0.33,0.34,jev-1.13.0,404.87,310,31
422,random-bits-20260922-101742-274937,222,2026-09-22T10:19:38.363284+08:00,0,0.68,0.32,0.36,jev-1.13.0,431.92,310,31
423,random-bits-20260922-101742-274937,223,2026-09-22T10:19:38.795493+08:00,0,0.69,0.31,0.38,jev-1.13.0,412.53,310,31
424,random-bits-20260922-101742-274937,224,2026-09-22T10:19:39.208296+08:00,0,0.7,0.3,0.39,jev-1.13.0,409.32,310,31
425,random-bits-20260922-101742-274937,225,2026-09-22T10:19:39.617872+08:00,0,0.66,0.34,0.32,jev-1.13.0,419.57,310,31
426,random-bits-20260922-101742-274937,226,2026-09-22T10:19:40.037807+08:00,0,0.7,0.3,0.4,jev-1.13.0,409.6,310,31
427,random-bits-20260922-101742-274937,227,2026-09-22T10:19:40.447668+08:00,0,0.68,0.32,0.37,jev-1.13.0,416.59,310,31
428,random-bits-20260922-101742-274937,228,2026-09-22T10:19:40.864528+08:00,0,0.72,0.28,0.43,jev-1.13.0,428.7,310,31
429,random-bits-20260922-101742-274937,229,2026-09-22T10:19:41.293544+08:00,0,0.71,0.29,0.41,jev-1.13.0,950.26,310,31
430,random-bits-20260922-101742-274937,230,2026-09-22T10:19:42.244016+08:00,0,0.68,0.32,0.36,jev-1.13.0,419.97,310,31
431,random-bits-20260922-101742-274937,231,2026-09-22T10:19:42.664256+08:00,0,0.72,0.28,0.45,jev-1.13.0,495.32,310,31
432,random-bits-20260922-101742-274937,232,2026-09-22T10:19:43.159830+08:00,0,0.7,0.3,0.4,jev-1.13.0,1275.09,310,31
433,random-bits-20260922-101742-274937,233,2026-09-22T10:19:44.435141+08:00,0,0.69,0.31,0.38,jev-1.13.0,441.88,310,31
434,random-bits-20260922-101742-274937,234,2026-09-22T10:19:44.877284+08:00,0,0.67,0.33,0.34,jev-1.13.0,413.97,310,31
435,random-bits-20260922-101742-274937,235,2026-09-22T10:19:45.291603+08:00,0,0.7,0.3,0.41,jev-1.13.0,444.95,310,31
436,random-bits-20260922-101742-274937,236,2026-09-22T10:19:45.736819+08:00,0,0.69,0.31,0.38,jev-1.13.0,520.47,310,31
437,random-bits-20260922-101742-274937,237,2026-09-22T10:19:46.257568+08:00,0,0.69,0.31,0.39,jev-1.13.0,436.79,310,31
438,random-bits-20260922-101742-274937,238,2026-09-22T10:19:46.694759+08:00,0,0.69,0.31,0.38,jev-1.13.0,405.06,310,31
439,random-bits-20260922-101742-274937,239,2026-09-22T10:19:47.100116+08:00,0,0.66,0.34,0.33,jev-1.13.0,418.63,310,31
440,random-bits-20260922-101742-274937,240,2026-09-22T10:19:47.518959+08:00,0,0.69,0.31,0.38,jev-1.13.0,411.93,310,31
441,random-bits-20260922-101742-274937,241,2026-09-22T10:19:47.931119+08:00,0,0.69,0.31,0.37,jev-1.13.0,416.18,310,31
442,random-bits-20260922-101742-274937,242,2026-09-22T10:19:48.347549+08:00,0,0.69,0.31,0.37,jev-1.13.0,893.62,310,31
443,random-bits-20260922-101742-274937,243,2026-09-22T10:19:49.241458+08:00,0,0.69,0.31,0.39,jev-1.13.0,669.97,310,31
444,random-bits-20260922-101742-274937,244,2026-09-22T10:19:49.913179+08:00,0,0.68,0.32,0.36,jev-1.13.0,410.19,310,31
445,random-bits-20260922-101742-274937,245,2026-09-22T10:19:50.323629+08:00,0,0.69,0.31,0.38,jev-1.13.0,454.16,310,31
446,random-bits-20260922-101742-274937,246,2026-09-22T10:19:50.778027+08:00,0,0.7,0.3,0.39,jev-1.13.0,1195.78,310,31
447,random-bits-20260922-101742-274937,247,2026-09-22T10:19:51.974066+08:00,0,0.71,0.29,0.43,jev-1.13.0,422.53,310,31
448,random-bits-20260922-101742-274937,248,2026-09-22T10:19:52.396799+08:00,0,0.71,0.29,0.43,jev-1.13.0,408.66,310,31
449,random-bits-20260922-101742-274937,249,2026-09-22T10:19:52.805861+08:00,0,0.73,0.27,0.45,jev-1.13.0,417.9,310,31
450,random-bits-20260922-101742-274937,250,2026-09-22T10:19:53.224100+08:00,0,0.7,0.3,0.41,jev-1.13.0,425.08,310,31
451,random-bits-20260922-101742-274937,251,2026-09-22T10:19:53.649470+08:00,0,0.71,0.29,0.42,jev-1.13.0,420.29,310,31
452,random-bits-20260922-101742-274937,252,2026-09-22T10:19:54.069965+08:00,0,0.69,0.31,0.39,jev-1.13.0,438.99,310,31
453,random-bits-20260922-101742-274937,253,2026-09-22T10:19:54.509185+08:00,0,0.68,0.32,0.36,jev-1.13.0,432.46,310,31
454,random-bits-20260922-101742-274937,254,2026-09-22T10:19:54.941871+08:00,0,0.7,0.3,0.41,jev-1.13.0,441.17,310,31
455,random-bits-20260922-101742-274937,255,2026-09-22T10:19:55.383231+08:00,0,0.67,0.33,0.34,jev-1.13.0,456.01,310,31
456,random-bits-20260922-101742-274937,256,2026-09-22T10:19:55.839537+08:00,0,0.68,0.32,0.35,jev-1.13.0,399.82,310,31
457,random-bits-20260922-101742-274937,257,2026-09-22T10:19:56.239583+08:00,0,0.7,0.3,0.4,jev-1.13.0,408.43,310,31
458,random-bits-20260922-101742-274937,258,2026-09-22T10:19:56.648215+08:00,0,0.68,0.32,0.36,jev-1.13.0,442.71,310,31
459,random-bits-20260922-101742-274937,259,2026-09-22T10:19:57.091153+08:00,0,0.7,0.3,0.4,jev-1.13.0,490.5,310,31
460,random-bits-20260922-101742-274937,260,2026-09-22T10:19:57.581989+08:00,0,0.69,0.31,0.37,jev-1.13.0,428.26,310,31
461,random-bits-20260922-101742-274937,261,2026-09-22T10:19:58.010592+08:00,0,0.69,0.31,0.37,jev-1.13.0,424.33,310,31
462,random-bits-20260922-101742-274937,262,2026-09-22T10:19:58.435164+08:00,0,0.68,0.32,0.36,jev-1.13.0,452.16,310,31
463,random-bits-20260922-101742-274937,263,2026-09-22T10:19:58.887734+08:00,0,0.69,0.31,0.37,jev-1.13.0,407.63,310,31
464,random-bits-20260922-101742-274937,264,2026-09-22T10:19:59.295661+08:00,0,0.68,0.32,0.35,jev-1.13.0,397.72,310,31
465,random-bits-20260922-101742-274937,265,2026-09-22T10:19:59.693699+08:00,0,0.68,0.32,0.36,jev-1.13.0,415.98,310,31
466,random-bits-20260922-101742-274937,266,2026-09-22T10:20:00.109921+08:00,0,0.69,0.31,0.39,jev-1.13.0,427.28,310,31
467,random-bits-20260922-101742-274937,267,2026-09-22T10:20:00.537523+08:00,0,0.71,0.29,0.42,jev-1.13.0,404.52,310,31
468,random-bits-20260922-101742-274937,268,2026-09-22T10:20:00.942290+08:00,0,0.71,0.29,0.42,jev-1.13.0,447.03,310,31
469,random-bits-20260922-101742-274937,269,2026-09-22T10:20:01.389506+08:00,0,0.67,0.33,0.34,jev-1.13.0,481.24,310,31
470,random-bits-20260922-101742-274937,270,2026-09-22T10:20:01.871167+08:00,0,0.7,0.3,0.4,jev-1.13.0,460.39,310,31
471,random-bits-20260922-101742-274937,271,2026-09-22T10:20:02.331791+08:00,0,0.71,0.29,0.43,jev-1.13.0,431.67,310,31
472,random-bits-20260922-101742-274937,272,2026-09-22T10:20:02.763770+08:00,0,0.67,0.33,0.33,jev-1.13.0,770.08,310,31
473,random-bits-20260922-101742-274937,273,2026-09-22T10:20:03.534105+08:00,0,0.68,0.32,0.37,jev-1.13.0,451.54,310,31
474,random-bits-20260922-101742-274937,274,2026-09-22T10:20:03.985843+08:00,0,0.69,0.31,0.38,jev-1.13.0,1216.13,310,31
475,random-bits-20260922-101742-274937,275,2026-09-22T10:20:05.202162+08:00,0,0.68,0.32,0.36,jev-1.13.0,489.88,310,31
476,random-bits-20260922-101742-274937,276,2026-09-22T10:20:05.692294+08:00,0,0.71,0.29,0.42,jev-1.13.0,498.36,310,31
477,random-bits-20260922-101742-274937,277,2026-09-22T10:20:06.190862+08:00,0,0.69,0.31,0.37,jev-1.13.0,464.62,310,31
478,random-bits-20260922-101742-274937,278,2026-09-22T10:20:06.655713+08:00,0,0.68,0.32,0.37,jev-1.13.0,435.76,310,31
479,random-bits-20260922-101742-274937,279,2026-09-22T10:20:07.091678+08:00,0,0.7,0.3,0.41,jev-1.13.0,497.25,310,31
480,random-bits-20260922-101742-274937,280,2026-09-22T10:20:07.589171+08:00,0,0.71,0.29,0.41,jev-1.13.0,447.8,310,31
481,random-bits-20260922-101742-274937,281,2026-09-22T10:20:08.037268+08:00,0,0.68,0.32,0.36,jev-1.13.0,467.98,310,31
482,random-bits-20260922-101742-274937,282,2026-09-22T10:20:08.505491+08:00,0,0.69,0.31,0.37,jev-1.13.0,764.33,310,31
483,random-bits-20260922-101742-274937,283,2026-09-22T10:20:09.270064+08:00,0,0.68,0.32,0.35,jev-1.13.0,439.1,310,31
484,random-bits-20260922-101742-274937,284,2026-09-22T10:20:09.709405+08:00,0,0.67,0.33,0.34,jev-1.13.0,441.87,310,31
485,random-bits-20260922-101742-274937,285,2026-09-22T10:20:10.151518+08:00,0,0.67,0.33,0.34,jev-1.13.0,916.55,310,31
486,random-bits-20260922-101742-274937,286,2026-09-22T10:20:11.068349+08:00,0,0.69,0.31,0.38,jev-1.13.0,495.74,310,31
487,random-bits-20260922-101742-274937,287,2026-09-22T10:20:11.564329+08:00,0,0.72,0.28,0.44,jev-1.13.0,466.74,310,31
488,random-bits-20260922-101742-274937,288,2026-09-22T10:20:12.031316+08:00,0,0.71,0.29,0.41,jev-1.13.0,924.19,310,31
489,random-bits-20260922-101742-274937,289,2026-09-22T10:20:12.955755+08:00,0,0.69,0.31,0.39,jev-1.13.0,747.5,310,31
490,random-bits-20260922-101742-274937,290,2026-09-22T10:20:13.703553+08:00,0,0.7,0.3,0.39,jev-1.13.0,410.99,310,31
491,random-bits-20260922-101742-274937,291,2026-09-22T10:20:14.114786+08:00,0,0.69,0.31,0.38,jev-1.13.0,417.0,310,31
492,random-bits-20260922-101742-274937,292,2026-09-22T10:20:14.532020+08:00,0,0.69,0.31,0.39,jev-1.13.0,484.65,310,31
493,random-bits-20260922-101742-274937,293,2026-09-22T10:20:15.016910+08:00,0,0.7,0.3,0.41,jev-1.13.0,478.12,310,31
494,random-bits-20260922-101742-274937,294,2026-09-22T10:20:15.495279+08:00,0,0.67,0.33,0.33,jev-1.13.0,442.98,310,31
495,random-bits-20260922-101742-274937,295,2026-09-22T10:20:15.938540+08:00,0,0.67,0.33,0.35,jev-1.13.0,515.88,310,31
496,random-bits-20260922-101742-274937,296,2026-09-22T10:20:16.454765+08:00,0,0.63,0.37,0.26,jev-1.13.0,478.43,310,31
497,random-bits-20260922-101742-274937,297,2026-09-22T10:20:16.933525+08:00,0,0.7,0.3,0.41,jev-1.13.0,406.3,310,31
498,random-bits-20260922-101742-274937,298,2026-09-22T10:20:17.340009+08:00,0,0.71,0.29,0.41,jev-1.13.0,848.29,310,31
499,random-bits-20260922-101742-274937,299,2026-09-22T10:20:18.188532+08:00,0,0.67,0.33,0.35,jev-1.13.0,451.17,310,31
500,random-bits-20260922-101742-274937,300,2026-09-22T10:20:18.639933+08:00,0,0.69,0.31,0.39,jev-1.13.0,451.3,310,31
501,random-bits-20260922-101742-274937,301,2026-09-22T10:20:19.091458+08:00,0,0.7,0.3,0.4,jev-1.13.0,1170.38,310,31
502,random-bits-20260922-101742-274937,302,2026-09-22T10:20:20.262166+08:00,0,0.69,0.31,0.37,jev-1.13.0,437.3,310,31
503,random-bits-20260922-101742-274937,303,2026-09-22T10:20:20.699703+08:00,0,0.69,0.31,0.37,jev-1.13.0,531.06,310,31
504,random-bits-20260922-101742-274937,304,2026-09-22T10:20:21.231008+08:00,0,0.69,0.31,0.38,jev-1.13.0,404.67,310,31
505,random-bits-20260922-101742-274937,305,2026-09-22T10:20:21.635924+08:00,0,0.72,0.28,0.44,jev-1.13.0,453.25,310,31
506,random-bits-20260922-101742-274937,306,2026-09-22T10:20:22.089430+08:00,0,0.69,0.31,0.38,jev-1.13.0,418.59,310,31
507,random-bits-20260922-101742-274937,307,2026-09-22T10:20:22.508210+08:00,0,0.67,0.33,0.33,jev-1.13.0,945.52,310,31
508,random-bits-20260922-101742-274937,308,2026-09-22T10:20:23.454028+08:00,0,0.69,0.31,0.39,jev-1.13.0,459.32,310,31
509,random-bits-20260922-101742-274937,309,2026-09-22T10:20:23.913593+08:00,0,0.69,0.31,0.38,jev-1.13.0,450.0,310,31
510,random-bits-20260922-101742-274937,310,2026-09-22T10:20:24.363906+08:00,0,0.68,0.32,0.35,jev-1.13.0,433.94,310,31
511,random-bits-20260922-101742-274937,311,2026-09-22T10:20:24.798213+08:00,0,0.68,0.32,0.35,jev-1.13.0,445.74,310,31
512,random-bits-20260922-101742-274937,312,2026-09-22T10:20:25.244170+08:00,0,0.71,0.29,0.42,jev-1.13.0,404.89,310,31
513,random-bits-20260922-101742-274937,313,2026-09-22T10:20:25.649282+08:00,0,0.71,0.29,0.43,jev-1.13.0,467.44,310,31
514,random-bits-20260922-101742-274937,314,2026-09-22T10:20:26.116949+08:00,0,0.7,0.3,0.4,jev-1.13.0,468.99,310,31
515,random-bits-20260922-101742-274937,315,2026-09-22T10:20:26.586192+08:00,0,0.67,0.33,0.34,jev-1.13.0,452.78,310,31
516,random-bits-20260922-101742-274937,316,2026-09-22T10:20:27.039223+08:00,0,0.7,0.3,0.39,jev-1.13.0,441.94,310,31
517,random-bits-20260922-101742-274937,317,2026-09-22T10:20:27.481407+08:00,0,0.68,0.32,0.35,jev-1.13.0,449.13,310,31
518,random-bits-20260922-101742-274937,318,2026-09-22T10:20:27.930787+08:00,0,0.7,0.3,0.39,jev-1.13.0,420.31,310,31
519,random-bits-20260922-101742-274937,319,2026-09-22T10:20:28.351288+08:00,0,0.69,0.31,0.38,jev-1.13.0,435.04,310,31
520,random-bits-20260922-101742-274937,320,2026-09-22T10:20:28.786570+08:00,0,0.71,0.29,0.42,jev-1.13.0,767.63,310,31
521,random-bits-20260922-101742-274937,321,2026-09-22T10:20:29.554526+08:00,0,0.68,0.32,0.35,jev-1.13.0,432.4,310,31
522,random-bits-20260922-101742-274937,322,2026-09-22T10:20:29.987215+08:00,0,0.68,0.32,0.36,jev-1.13.0,436.85,310,31
523,random-bits-20260922-101742-274937,323,2026-09-22T10:20:30.424300+08:00,0,0.68,0.32,0.36,jev-1.13.0,431.09,310,31
524,random-bits-20260922-101742-274937,324,2026-09-22T10:20:30.855580+08:00,0,0.69,0.31,0.39,jev-1.13.0,402.27,310,31
525,random-bits-20260922-101742-274937,325,2026-09-22T10:20:31.258050+08:00,0,0.67,0.33,0.34,jev-1.13.0,440.4,310,31
526,random-bits-20260922-101742-274937,326,2026-09-22T10:20:31.698719+08:00,0,0.71,0.29,0.43,jev-1.13.0,1203.13,310,31
527,random-bits-20260922-101742-274937,327,2026-09-22T10:20:32.902181+08:00,0,0.67,0.33,0.34,jev-1.13.0,488.42,310,31
528,random-bits-20260922-101742-274937,328,2026-09-22T10:20:33.390849+08:00,0,0.71,0.29,0.42,jev-1.13.0,419.23,310,31
529,random-bits-20260922-101742-274937,329,2026-09-22T10:20:33.810346+08:00,0,0.67,0.33,0.34,jev-1.13.0,415.87,310,31
530,random-bits-20260922-101742-274937,330,2026-09-22T10:20:34.226458+08:00,0,0.68,0.32,0.36,jev-1.13.0,538.89,310,31
531,random-bits-20260922-101742-274937,331,2026-09-22T10:20:34.765546+08:00,0,0.69,0.31,0.38,jev-1.13.0,456.15,310,31
532,random-bits-20260922-101742-274937,332,2026-09-22T10:20:35.221983+08:00,0,0.73,0.27,0.46,jev-1.13.0,455.13,310,31
533,random-bits-20260922-101742-274937,333,2026-09-22T10:20:35.677406+08:00,0,0.7,0.3,0.4,jev-1.13.0,429.96,310,31
534,random-bits-20260922-101742-274937,334,2026-09-22T10:20:36.107605+08:00,0,0.71,0.29,0.42,jev-1.13.0,424.49,310,31
535,random-bits-20260922-101742-274937,335,2026-09-22T10:20:36.532331+08:00,0,0.71,0.29,0.42,jev-1.13.0,1286.37,310,31
536,random-bits-20260922-101742-274937,336,2026-09-22T10:20:37.818951+08:00,0,0.68,0.32,0.36,jev-1.13.0,732.06,310,31
537,random-bits-20260922-101742-274937,337,2026-09-22T10:20:38.551220+08:00,0,0.66,0.34,0.32,jev-1.13.0,1271.06,310,31
538,random-bits-20260922-101742-274937,338,2026-09-22T10:20:39.822624+08:00,0,0.67,0.33,0.34,jev-1.13.0,431.82,310,31
539,random-bits-20260922-101742-274937,339,2026-09-22T10:20:40.254808+08:00,0,0.67,0.33,0.33,jev-1.13.0,428.49,310,31
540,random-bits-20260922-101742-274937,340,2026-09-22T10:20:40.683620+08:00,0,0.68,0.32,0.36,jev-1.13.0,468.25,310,31
541,random-bits-20260922-101742-274937,341,2026-09-22T10:20:41.152178+08:00,0,0.67,0.33,0.34,jev-1.13.0,389.02,310,31
542,random-bits-20260922-101742-274937,342,2026-09-22T10:20:41.541447+08:00,0,0.71,0.29,0.41,jev-1.13.0,1264.41,310,31
543,random-bits-20260922-101742-274937,343,2026-09-22T10:20:42.806090+08:00,0,0.66,0.34,0.33,jev-1.13.0,458.07,310,31
544,random-bits-20260922-101742-274937,344,2026-09-22T10:20:43.264351+08:00,0,0.69,0.31,0.39,jev-1.13.0,428.19,310,31
545,random-bits-20260922-101742-274937,345,2026-09-22T10:20:43.692727+08:00,0,0.69,0.31,0.38,jev-1.13.0,441.4,310,31
546,random-bits-20260922-101742-274937,346,2026-09-22T10:20:44.134343+08:00,0,0.67,0.33,0.34,jev-1.13.0,517.49,310,31
547,random-bits-20260922-101742-274937,347,2026-09-22T10:20:44.652090+08:00,0,0.72,0.28,0.43,jev-1.13.0,501.83,310,31
548,random-bits-20260922-101742-274937,348,2026-09-22T10:20:45.154287+08:00,0,0.69,0.31,0.37,jev-1.13.0,468.2,310,31
549,random-bits-20260922-101742-274937,349,2026-09-22T10:20:45.622681+08:00,0,0.7,0.3,0.4,jev-1.13.0,448.61,310,31
550,random-bits-20260922-101742-274937,350,2026-09-22T10:20:46.071623+08:00,0,0.7,0.3,0.4,jev-1.13.0,433.86,310,31
551,random-bits-20260922-101742-274937,351,2026-09-22T10:20:46.505805+08:00,0,0.7,0.3,0.4,jev-1.13.0,428.34,310,31
552,random-bits-20260922-101742-274937,352,2026-09-22T10:20:46.934364+08:00,0,0.66,0.34,0.31,jev-1.13.0,1206.43,310,31
553,random-bits-20260922-101742-274937,353,2026-09-22T10:20:48.141001+08:00,0,0.7,0.3,0.4,jev-1.13.0,431.1,310,31
554,random-bits-20260922-101742-274937,354,2026-09-22T10:20:48.572395+08:00,0,0.69,0.31,0.37,jev-1.13.0,443.07,310,31
555,random-bits-20260922-101742-274937,355,2026-09-22T10:20:49.015714+08:00,0,0.68,0.32,0.36,jev-1.13.0,960.2,310,31
556,random-bits-20260922-101742-274937,356,2026-09-22T10:20:49.976221+08:00,0,0.71,0.29,0.41,jev-1.13.0,420.84,310,31
557,random-bits-20260922-101742-274937,357,2026-09-22T10:20:50.397253+08:00,0,0.71,0.29,0.42,jev-1.13.0,418.61,310,31
558,random-bits-20260922-101742-274937,358,2026-09-22T10:20:50.816097+08:00,0,0.7,0.3,0.4,jev-1.13.0,772.94,310,31
559,random-bits-20260922-101742-274937,359,2026-09-22T10:20:51.589250+08:00,0,0.65,0.35,0.31,jev-1.13.0,442.16,310,31
560,random-bits-20260922-101742-274937,360,2026-09-22T10:20:52.031689+08:00,0,0.7,0.3,0.39,jev-1.13.0,429.34,310,31
561,random-bits-20260922-101742-274937,361,2026-09-22T10:20:52.461399+08:00,0,0.69,0.31,0.37,jev-1.13.0,420.45,310,31
562,random-bits-20260922-101742-274937,362,2026-09-22T10:20:52.882079+08:00,0,0.69,0.31,0.38,jev-1.13.0,1215.13,310,31
563,random-bits-20260922-101742-274937,363,2026-09-22T10:20:54.097559+08:00,0,0.7,0.3,0.39,jev-1.13.0,461.4,310,31
564,random-bits-20260922-101742-274937,364,2026-09-22T10:20:54.559283+08:00,0,0.68,0.32,0.36,jev-1.13.0,416.85,310,31
565,random-bits-20260922-101742-274937,365,2026-09-22T10:20:54.976441+08:00,0,0.7,0.3,0.39,jev-1.13.0,1235.52,310,31
566,random-bits-20260922-101742-274937,366,2026-09-22T10:20:56.212199+08:00,0,0.67,0.33,0.33,jev-1.13.0,518.69,310,31
567,random-bits-20260922-101742-274937,367,2026-09-22T10:20:56.731179+08:00,0,0.68,0.32,0.35,jev-1.13.0,445.57,310,31
568,random-bits-20260922-101742-274937,368,2026-09-22T10:20:57.177043+08:00,0,0.68,0.32,0.35,jev-1.13.0,413.85,310,31
569,random-bits-20260922-101742-274937,369,2026-09-22T10:20:57.591132+08:00,0,0.69,0.31,0.37,jev-1.13.0,407.63,310,31
570,random-bits-20260922-101742-274937,370,2026-09-22T10:20:57.999048+08:00,0,0.69,0.31,0.37,jev-1.13.0,1488.86,310,31
571,random-bits-20260922-101742-274937,371,2026-09-22T10:20:59.488093+08:00,0,0.69,0.31,0.38,jev-1.13.0,416.25,310,31
572,random-bits-20260922-101742-274937,372,2026-09-22T10:20:59.904639+08:00,0,0.7,0.3,0.4,jev-1.13.0,473.5,310,31
573,random-bits-20260922-101742-274937,373,2026-09-22T10:21:00.378554+08:00,0,0.69,0.31,0.37,jev-1.13.0,1233.36,310,31
574,random-bits-20260922-101742-274937,374,2026-09-22T10:21:01.612180+08:00,0,0.68,0.32,0.37,jev-1.13.0,452.23,310,31
575,random-bits-20260922-101742-274937,375,2026-09-22T10:21:02.064597+08:00,0,0.7,0.3,0.39,jev-1.13.0,517.32,310,31
576,random-bits-20260922-101742-274937,376,2026-09-22T10:21:02.582285+08:00,0,0.68,0.32,0.36,jev-1.13.0,427.21,310,31
577,random-bits-20260922-101742-274937,377,2026-09-22T10:21:03.009739+08:00,0,0.67,0.33,0.35,jev-1.13.0,485.18,310,31
578,random-bits-20260922-101742-274937,378,2026-09-22T10:21:03.495219+08:00,0,0.7,0.3,0.4,jev-1.13.0,451.57,310,31
579,random-bits-20260922-101742-274937,379,2026-09-22T10:21:03.947048+08:00,0,0.7,0.3,0.39,jev-1.13.0,809.78,310,31
580,random-bits-20260922-101742-274937,380,2026-09-22T10:21:04.757044+08:00,0,0.68,0.32,0.36,jev-1.13.0,495.11,310,31
581,random-bits-20260922-101742-274937,381,2026-09-22T10:21:05.252656+08:00,0,0.7,0.3,0.41,jev-1.13.0,451.5,310,31
582,random-bits-20260922-101742-274937,382,2026-09-22T10:21:05.704352+08:00,0,0.67,0.33,0.33,jev-1.13.0,446.79,310,31
583,random-bits-20260922-101742-274937,383,2026-09-22T10:21:06.151365+08:00,0,0.67,0.33,0.34,jev-1.13.0,406.65,310,31
584,random-bits-20260922-101742-274937,384,2026-09-22T10:21:06.558247+08:00,0,0.71,0.29,0.41,jev-1.13.0,448.68,310,31
585,random-bits-20260922-101742-274937,385,2026-09-22T10:21:07.007160+08:00,0,0.72,0.28,0.43,jev-1.13.0,407.32,310,31
586,random-bits-20260922-101742-274937,386,2026-09-22T10:21:07.414756+08:00,0,0.7,0.3,0.4,jev-1.13.0,456.04,310,31
587,random-bits-20260922-101742-274937,387,2026-09-22T10:21:07.871013+08:00,0,0.7,0.3,0.4,jev-1.13.0,419.81,310,31
588,random-bits-20260922-101742-274937,388,2026-09-22T10:21:08.291105+08:00,0,0.71,0.29,0.43,jev-1.13.0,476.14,310,31
589,random-bits-20260922-101742-274937,389,2026-09-22T10:21:08.767675+08:00,0,0.69,0.31,0.38,jev-1.13.0,440.32,310,31
590,random-bits-20260922-101742-274937,390,2026-09-22T10:21:09.208236+08:00,0,0.68,0.32,0.36,jev-1.13.0,429.32,310,31
591,random-bits-20260922-101742-274937,391,2026-09-22T10:21:09.637894+08:00,0,0.69,0.31,0.37,jev-1.13.0,440.83,310,31
592,random-bits-20260922-101742-274937,392,2026-09-22T10:21:10.079019+08:00,0,0.7,0.3,0.41,jev-1.13.0,724.79,310,31
593,random-bits-20260922-101742-274937,393,2026-09-22T10:21:10.804093+08:00,0,0.68,0.32,0.35,jev-1.13.0,449.49,310,31
594,random-bits-20260922-101742-274937,394,2026-09-22T10:21:11.253897+08:00,0,0.68,0.32,0.36,jev-1.13.0,433.5,310,31
595,random-bits-20260922-101742-274937,395,2026-09-22T10:21:11.687681+08:00,0,0.69,0.31,0.38,jev-1.13.0,488.05,310,31
596,random-bits-20260922-101742-274937,396,2026-09-22T10:21:12.175957+08:00,0,0.67,0.33,0.33,jev-1.13.0,429.1,310,31
